#TEXT,TEXT,NUM,NUM,NUM,NUM,NUM,FLOAT,TEXT,TEXT,TEXT,NUM,NUM,TEXT,TEXT,TEXT,TEXT
id,rootEffectID,actionCount,channelTime,energyCost,energyGenerate,category,levelAdjust,icon,name,tips,baseTipValue,isAoe,firstSpell,tipsDescription,tipsCurlvl,tipsNextlvl
physicdebuffPlantDotStrong,physicdebuffPlantDotStronge1,0,0,0,35,11,0.003,icon_debuffPlantDotStrong,physicdebuffPlantDotStrongName,physicdebuffPlantDotStrongTips,0.97,0,,physicdebuffPlantDotStrongDescription,physicdebuffPlantDotStrongCurlvl,physicdebuffPlantDotStrongNextlvl
physicdebuffMetalDotSlight,physicdebuffMetalDotSlighte1,0,0,0,35,11,0.003,icon_debuffMetalDotSlight,physicdebuffMetalDotSlightName,physicdebuffMetalDotSlightTips,0.7,0,,physicdebuffMetalDotSlightDescription,physicdebuffMetalDotSlightCurlvl,physicdebuffMetalDotSlightNextlvl
physicdebuffMetalDotMedium,physicdebuffMetalDotMediume1,0,0,0,35,11,0.003,icon_debuffMetalDotMedium,physicdebuffMetalDotMediumName,physicdebuffMetalDotMediumTips,0.8,0,,physicdebuffMetalDotMediumDescription,physicdebuffMetalDotMediumCurlvl,physicdebuffMetalDotMediumNextlvl
physicdebuffMetalDotStrong,physicdebuffMetalDotStronge1,0,0,0,35,11,0.003,icon_debuffMetalDotStrong,physicdebuffMetalDotStrongName,physicdebuffMetalDotStrongTips,0.97,0,,physicdebuffMetalDotStrongDescription,physicdebuffMetalDotStrongCurlvl,physicdebuffMetalDotStrongNextlvl
physicdebuffEarthDotSlight,physicdebuffEarthDotSlighte1,0,0,0,35,11,0.003,icon_debuffEarthDotSlight,physicdebuffEarthDotSlightName,physicdebuffEarthDotSlightTips,0.7,0,,physicdebuffEarthDotSlightDescription,physicdebuffEarthDotSlightCurlvl,physicdebuffEarthDotSlightNextlvl
physicdebuffEarthDotMedium,physicdebuffEarthDotMediume1,0,0,0,35,11,0.003,icon_debuffEarthDotMedium,physicdebuffEarthDotMediumName,physicdebuffEarthDotMediumTips,0.8,0,,physicdebuffEarthDotMediumDescription,physicdebuffEarthDotMediumCurlvl,physicdebuffEarthDotMediumNextlvl
physicdebuffEarthDotStrong,physicdebuffEarthDotStronge1,0,0,0,35,11,0.003,icon_debuffEarthDotStrong,physicdebuffEarthDotStrongName,physicdebuffEarthDotStrongTips,0.97,0,,physicdebuffEarthDotStrongDescription,physicdebuffEarthDotStrongCurlvl,physicdebuffEarthDotStrongNextlvl
magicdebuffFireDotSlight,magicdebuffFireDotSlighte1,0,0,0,35,11,0.003,icon_debuffFireDotSlight,magicdebuffFireDotSlightName,magicdebuffFireDotSlightTips,0.7,0,,magicdebuffFireDotSlightDescription,magicdebuffFireDotSlightCurlvl,magicdebuffFireDotSlightNextlvl
magicdebuffFireDotMedium,magicdebuffFireDotMediume1,0,0,0,35,11,0.003,icon_debuffFireDotMedium,magicdebuffFireDotMediumName,magicdebuffFireDotMediumTips,0.8,0,,magicdebuffFireDotMediumDescription,magicdebuffFireDotMediumCurlvl,magicdebuffFireDotMediumNextlvl
magicdebuffFireDotStrong,magicdebuffFireDotStronge1,0,0,0,35,11,0.003,icon_debuffFireDotStrong,magicdebuffFireDotStrongName,magicdebuffFireDotStrongTips,0.97,0,,magicdebuffFireDotStrongDescription,magicdebuffFireDotStrongCurlvl,magicdebuffFireDotStrongNextlvl
magicdebuffWaterDotSlight,magicdebuffWaterDotSlighte1,0,0,0,35,11,0.003,icon_debuffWaterDotSlight,magicdebuffWaterDotSlightName,magicdebuffWaterDotSlightTips,0.7,0,,magicdebuffWaterDotSlightDescription,magicdebuffWaterDotSlightCurlvl,magicdebuffWaterDotSlightNextlvl
magicdebuffWaterDotMedium,magicdebuffWaterDotMediume1,0,0,0,35,11,0.003,icon_debuffWateDotMedium,magicdebuffWateDotMediumName,magicdebuffWateDotMediumTips,0.8,0,,magicdebuffWaterDotMediumDescription,magicdebuffWaterDotMediumCurlvl,magicdebuffWaterDotMediumNextlvl
magicdebuffWaterDotStrong,magicdebuffWaterDotStronge1,0,0,0,35,11,0.003,icon_debuffWateDotStrong,magicdebuffWateDotStrongName,magicdebuffWateDotStrongTips,0.97,0,,magicdebuffWaterDotStrongDescription,magicdebuffWaterDotStrongCurlvl,magicdebuffWaterDotStrongNextlvl
magicdebuffPlantDotSlight,magicdebuffPlantDotSlighte1,0,0,0,35,11,0.003,icon_debuffPlantDotSlight,magicdebuffPlantDotSlightName,magicdebuffPlantDotSlightTips,0.7,0,,magicdebuffPlantDotSlightDescription,magicdebuffPlantDotSlightCurlvl,magicdebuffPlantDotSlightNextlvl
magicdebuffPlantDotMedium,magicdebuffPlantDotMediume1,0,0,0,35,11,0.003,icon_debuffPlantDotMedium,magicdebuffPlantDotMediumName,magicdebuffPlantDotMediumTips,0.8,0,,magicdebuffPlantDotMediumDescription,magicdebuffPlantDotMediumCurlvl,magicdebuffPlantDotMediumNextlvl
magicdebuffPlantDotStrong,magicdebuffPlantDotStronge1,0,0,0,35,11,0.003,icon_debuffPlantDotStrong,magicdebuffPlantDotStrongName,magicdebuffPlantDotStrongTips,0.97,0,,magicdebuffPlantDotStrongDescription,magicdebuffPlantDotStrongCurlvl,magicdebuffPlantDotStrongNextlvl
magicdebuffMetalDotSlight,magicdebuffMetalDotSlighte1,0,0,0,35,11,0.003,icon_debuffMetalDotSlight,magicdebuffMetalDotSlightName,magicdebuffMetalDotSlightTips,0.7,0,,magicdebuffMetalDotSlightDescription,magicdebuffMetalDotSlightCurlvl,magicdebuffMetalDotSlightNextlvl
magicdebuffMetalDotMedium,magicdebuffMetalDotMediume1,0,0,0,35,11,0.003,icon_debuffMetalDotMedium,magicdebuffMetalDotMediumName,magicdebuffMetalDotMediumTips,0.8,0,,magicdebuffMetalDotMediumDescription,magicdebuffMetalDotMediumCurlvl,magicdebuffMetalDotMediumNextlvl
magicdebuffMetalDotStrong,magicdebuffMetalDotStronge1,0,0,0,35,11,0.003,icon_debuffMetalDotStrong,magicdebuffMetalDotStrongName,magicdebuffMetalDotStrongTips,0.97,0,,magicdebuffMetalDotStrongDescription,magicdebuffMetalDotStrongCurlvl,magicdebuffMetalDotStrongNextlvl
magicdebuffEarthDotSlight,magicdebuffEarthDotSlighte1,0,0,0,35,11,0.003,icon_debuffEarthDotSlight,magicdebuffEarthDotSlightName,magicdebuffEarthDotSlightTips,0.7,0,,magicdebuffEarthDotSlightDescription,magicdebuffEarthDotSlightCurlvl,magicdebuffEarthDotSlightNextlvl
magicdebuffEarthDotMedium,magicdebuffEarthDotMediume1,0,0,0,35,11,0.003,icon_debuffEarthDotMedium,magicdebuffEarthDotMediumName,magicdebuffEarthDotMediumTips,0.8,0,,magicdebuffEarthDotMediumDescription,magicdebuffEarthDotMediumCurlvl,magicdebuffEarthDotMediumNextlvl
magicdebuffEarthDotStrong,magicdebuffEarthDotStronge1,0,0,0,35,11,0.003,icon_debuffEarthDotStrong,magicdebuffEarthDotStrongName,magicdebuffEarthDotStrongTips,0.97,0,,magicdebuffEarthDotStrongDescription,magicdebuffEarthDotStrongCurlvl,magicdebuffEarthDotStrongNextlvl
ultXiaochou3,ultXiaochou3e1,0,0,100,0,9,0.01,icon_ultMomo,ultXiaochou3Name,ultXiaochou3Tips,1.3,1,,ultXiaochou3Description,ultXiaochou3Curlvl,ultXiaochou3Nextlvl
ultXiaochou4,ultXiaochou4e1,25,3,100,0,8,0.002,icon_ultMomo,ultXiaochou4Name,ultXiaochou4Tips,0.2,0,,ultXiaochou4Description,ultXiaochou4Curlvl,ultXiaochou4Nextlvl
ultKairuisi4,ultKairuisi4e1,0,0,100,0,9,0.01,icon_ultMomo,ultKairuisi4Name,ultKairuisi4Tips,1.3,1,,ultKairuisi4Description,ultKairuisi4Curlvl,ultKairuisi4Nextlvl
ultHetong2,ultHetong2e1,25,3,100,0,8,0.002,icon_ultMomo,ultHetong2Name,ultHetong2Tips,0.2,0,,ultHetong2Description,ultHetong2Curlvl,ultHetong2Nextlvl
ultWagui3,ultWagui3e1,0,0,100,0,9,0.03,icon_ultMomo,ultWagui3Name,ultWagui3Tips,4,0,,ultWagui3Description,ultWagui3Curlvl,ultWagui3Nextlvl
ultHuapo2,ultHuapo2e1,25,3,100,0,8,0.002,icon_ultMomo,ultHuapo2Name,ultHuapo2Tips,0.2,0,,ultHuapo2Description,ultHuapo2Curlvl,ultHuapo2Nextlvl
ultCike4,ultCike4e1,0,0,100,0,9,0,icon_ultMomo,ultCike4Name,ultCike4Tips,0,1,,ultCike4Description,,
ultPanshen2,ultPanshen2e1,25,3,100,0,8,0.002,icon_ultMomo,ultPanshen2Name,ultPanshen2Tips,0.2,0,,ultPanshen2Description,ultPanshen2Curlvl,ultPanshen2Nextlvl
ultWushi4,ultWushi4e1,0,0,100,0,9,0,icon_ultMomo,ultWushi4Name,ultWushi4Tips,0,1,,ultWushi4Description,,
ultWushi3,ultWushi3e1,25,3,100,0,8,0.002,icon_ultMomo,ultWushi3Name,ultWushi3Tips,0.2,0,,ultWushi3Description,ultWushi3Curlvl,ultWushi3Nextlvl
ultXiyiren4,ultXiyiren4e1,25,3,100,0,8,0.002,icon_ultMomo,ultXiyiren4Name,ultXiyiren4Tips,0.2,0,,ultXiyiren4Description,ultXiyiren4Curlvl,ultXiyiren4Nextlvl
ultXiyiren2,ultXiyiren2e1,0,0,100,0,9,0,icon_ultMomo,ultXiyiren2Name,ultXiyiren2Tips,0,1,,ultXiyiren2Description,,
ultMantuoluo2,ultMantuoluo2e1,0,0,100,0,9,0.005,icon_ultMomo,ultMantuoluo2Name,ultMantuoluo2Tips,0.55,1,,ultMantuoluo2Description,ultMantuoluo2Curlvl,ultMantuoluo2Nextlvl
ultHetong3,ultHetong3e1,0,0,100,0,9,0.01,icon_ultMomo,ultHetong3Name,ultHetong3Tips,1.3,1,,ultHetong3Description,ultHetong3Curlvl,ultHetong3Nextlvl
ultLonggongtongzi3,ultLonggongtongzi3e1,0,0,100,0,9,0.005,icon_ultMomo,ultLonggongtongzi3Name,ultLonggongtongzi3Tips,0.55,1,,ultLonggongtongzi3Description,ultLonggongtongzi3Curlvl,ultLonggongtongzi3Nextlvl
ultLangren5,ultLangren5e1,25,3,100,0,8,0.002,icon_ultMomo,ultLangren5Name,ultLangren5Tips,0.2,0,,ultLangren5Description,ultLangren5Curlvl,ultLangren5Nextlvl
ultLangren3,ultLangren3e1,0,0,100,0,9,0,icon_ultMomo,ultLangren3Name,ultLangren3Tips,0,1,,ultLangren3Description,,
ultKairuisi5,ultKairuisi5e1,0,0,100,0,9,0.01,icon_ultMomo,ultKairuisi5Name,ultKairuisi5Tips,1,1,,ultKairuisi5Description,ultKairuisi5Curlvl,ultKairuisi5Nextlvl
ultNvyao5,ultNvyao5e1,0,0,100,0,9,0.03,icon_ultMomo,ultNvyao5Name,ultNvyao5Tips,3.9,0,,ultNvyao5Description,ultNvyao5Curlvl,ultNvyao5Nextlvl
ultHapi1,ultHapi1e1,0,0,100,0,9,0.003,icon_ultMomo,ultHapi1Name,ultHapi1Tips,0.34,1,,ultHapi1Description,ultHapi1Curlvl,ultHapi1Nextlvl
ultPiying5,ultPiying5e1,0,0,100,0,9,0.01,icon_ultMomo,ultPiying5Name,ultPiying5Tips,1.3,1,,ultPiying5Description,ultPiying5Curlvl,ultPiying5Nextlvl
ultShuigui3,ultShuigui3e1,0,0,100,0,9,0.006,icon_ultMomo,ultShuigui3Name,ultShuigui3Tips,0.8,1,,ultShuigui3Description,ultShuigui3Curlvl,ultShuigui3Nextlvl
psvXiaochou3,psvXiaochou3e1,0,0,0,0,4,0,icon_psvLuoxinfu,psvXiaochou3Name,psvXiaochou3Tips,0,0,,psvXiaochou3Description,,
psvXiaochou4,psvXiaochou4e1,0,0,0,0,4,0,icon_psvLuoxinfu,psvXiaochou4Name,psvXiaochou4Tips,0,0,,psvXiaochou4Description,,
psvKairuisi4,psvKairuisi4e1,0,0,0,0,4,0,icon_psvLuoxinfu,psvKairuisi4Name,psvKairuisi4Tips,0,0,,psvKairuisi4Description,,
psvHetong2,psvHetong2e1,0,0,0,0,4,0,icon_psvLuoxinfu,psvHetong2Name,psvHetong2Tips,0,0,,psvHetong2Description,,
psvWagui3,psvWagui3e1,0,0,0,0,4,0,icon_psvLuoxinfu,psvWagui3Name,psvWagui3Tips,0,0,,psvWagui3Description,,
psvHuapo2,psvHuapo2e1,0,0,0,0,4,0,icon_psvLuoxinfu,psvHuapo2Name,psvHuapo2Tips,0,0,,psvHuapo2Description,,
psvCike4,psvCike4e1,0,0,0,0,4,0,icon_psvLuoxinfu,psvCike4Name,psvCike4Tips,0,0,,psvCike4Description,,
psvLangren3,psvLangren3e1,0,0,0,0,4,0,icon_psvLuoxinfu,psvLangren3Name,psvLangren3Tips,0,0,,psvLangren3Description,,
psvPanshen2,psvPanshen2e1,0,0,0,0,4,0,icon_psvLuoxinfu,psvPanshen2Name,psvPanshen2Tips,0,0,attackPlantSmashStrong,psvPanshen2Description,,
psvWushi4,psvWushi4e1,0,0,0,0,4,0,icon_psvLuoxinfu,psvWushi4Name,psvWushi4Tips,0,0,,psvWushi4Description,,
psvWushi3,psvWushi3e1,0,0,0,0,4,0,icon_psvLuoxinfu,psvWushi3Name,psvWushi3Tips,0,0,psvWushi3,psvWushi3Description,,
psvXiyiren4,psvXiyiren4e1,0,0,0,0,4,0,icon_psvLuoxinfu,psvXiyiren4Name,psvXiyiren4Tips,0,0,,psvXiyiren4Description,,
psvXiyiren2,psvXiyiren2e1,0,0,0,0,4,0,icon_psvLuoxinfu,psvXiyiren2Name,psvXiyiren2Tips,0,0,,psvXiyiren2Description,,
psvMantuoluo2,psvMantuoluo2e1,0,0,0,0,4,0,icon_psvLuoxinfu,psvMantuoluo2Name,psvMantuoluo2Tips,0,0,,psvMantuoluo2Description,,
psvHetong3,psvHetong3e1,0,0,0,0,4,0,icon_psvLuoxinfu,psvHetong3Name,psvHetong3Tips,0,0,psvHetong3,psvHetong3Description,,
psvLonggongtongzi3,psvLonggongtongzi3e1,0,0,0,0,4,0,icon_psvLuoxinfu,psvLonggongtongzi3Name,psvLonggongtongzi3Tips,0,0,,psvLonggongtongzi3Description,,
psvLangren5,psvLangren5e1,0,0,0,0,4,0,icon_psvLuoxinfu,psvLangren5Name,psvLangren5Tips,0,0,,psvLangren5Description,,
psvKairuisi5,psvKairuisi5e1,0,0,0,0,4,0,icon_psvLuoxinfu,psvKairuisi5Name,psvKairuisi5Tips,0,0,,psvKairuisi5Description,,
psvNvyao5,psvNvyao5e1,0,0,0,0,4,0,icon_psvLuoxinfu,psvNvyao5Name,psvNvyao5Tips,0,0,,psvNvyao5Description,,
psvHapi1,psvHapi1e1,0,0,0,0,4,0,icon_psvLuoxinfu,psvHapi1Name,psvHapi1Tips,0,0,,psvHapi1Description,,
psvPiying5,psvPiying5e1,0,0,0,0,4,0,icon_psvLuoxinfu,psvPiying5Name,psvPiying5Tips,0,0,,psvPiying5Description,,
psvShuigui3,psvShuigui3e1,0,0,0,0,4,0,icon_psvLuoxinfu,psvShuigui3Name,psvShuigui3Tips,0,0,,psvShuigui3Description,,
bossdajie11Xiaochou41,bossdajie11Xiaochou41e1,0,0,0,50,1,0,icon_attackSmashStrong,bossdajie11Xiaochou41Name,bossdajie11Xiaochou41Tips,0,0,,,,
bossdajie11Xiaochou42,bossdajie11Xiaochou42e1,0,0,0,50,1,0,icon_attackSmashStrong,bossdajie11Xiaochou42Name,bossdajie11Xiaochou42Tips,0,1,,,,
bossdajie11Xiaochou43,bossdajie11Xiaochou43e1,0,0,0,50,1,0,icon_attackSmashStrong,bossdajie11Xiaochou43Name,bossdajie11Xiaochou43Tips,0,0,,,,
bossdajie12Mantuoluo21,bossdajie12Mantuoluo21e1,0,0,0,50,0,0,icon_attackSmashStrong,bossdajie12Mantuoluo21Name,bossdajie12Mantuoluo21Tips,0,0,,,,
bossdajie12Mantuoluo22,bossdajie12Mantuoluo22e1,0,0,0,50,1,0,icon_attackSmashStrong,bossdajie12Mantuoluo22Name,bossdajie12Mantuoluo22Tips,0,1,,,,
bossdajie12Mantuoluo23,bossdajie12Mantuoluo23e1,0,0,0,50,2,0,icon_attackSmashStrong,bossdajie12Mantuoluo23Name,bossdajie12Mantuoluo23Tips,0,0,,,,
bossdajie12Mantuoluo24,bossdajie12Mantuoluo24e1,0,0,0,50,2,0,icon_attackSmashStrong,bossdajie12Mantuoluo24Name,bossdajie12Mantuoluo24Tips,0,0,,,,
bossdajie13Langren31,bossdajie13Langren31e1,0,0,0,50,0,0,icon_attackSmashStrong,bossdajie13Langren31Name,bossdajie13Langren31Tips,0,0,,,,
bossdajie13Langren32,bossdajie13Langren32e1,0,0,0,50,5,0,icon_attackSmashStrong,bossdajie13Langren32Name,bossdajie13Langren32Tips,0,0,,,,
bossdajie13Langren33,bossdajie13Langren33e1,0,0,0,50,5,0,icon_attackSmashStrong,bossdajie13Langren32Name,,0,0,,,,
bossdajie13Langren34,bossdajie13Langren34e1,0,0,0,50,0,0,icon_attackSmashStrong,bossdajie13Langren34Name,bossdajie13Langren34Tips,0,0,,,,
bossdajie13Langren35,,0,0,0,50,4,0,icon_attackSmashStrong,,,0,0,bossdajie13Langren32,,,
bossdajie14Piying51,bossdajie14Piying51e1,0,0,0,50,1,0,icon_attackSmashStrong,bossdajie14Piying51Name,bossdajie14Piying51Tips,0,0,,,,
bossdajie14Piying52,bossdajie14Piying52e1,0,0,0,50,6,0,icon_attackSmashStrong,bossdajie14Piying52Name,bossdajie14Piying52Tips,0,1,,,,
bossdajie14Piying53,bossdajie14Piying53e1,0,0,0,50,6,0,icon_attackSmashStrong,bossdajie14Piying53Name,bossdajie14Piying53Tips,0,1,,,,
bossdajie14Piying54,bossdajie14Piying54e1,0,0,0,50,1,0,icon_attackSmashStrong,bossdajie14Piying54Name,bossdajie14Piying54Tips,0,1,,,,
bossdajie14Piying55,bossdajie14Piying55e1,0,0,0,50,1,0,icon_attackSmashStrong,bossdajie14Piying55Name,bossdajie14Piying55Tips,0,1,,,,
bossdajie15Huapo21,bossdajie15Huapo21e1,0,0,0,50,0,0,icon_attackSmashStrong,bossdajie15Huapo21Name,bossdajie15Huapo21Tips,0,0,,,,
bossdajie15Huapo22,bossdajie15Huapo22e1,0,0,0,50,1,0,icon_attackSmashStrong,bossdajie15Huapo22Name,bossdajie15Huapo22Tips,0,0,,,,
bossdajie15Huapo23,bossdajie15Huapo23e1,0,0,0,50,0,0,icon_attackSmashStrong,bossdajie15Huapo23Name,bossdajie15Huapo23Tips,0,0,,,,
bossdajie15Huapo24,bossdajie15Huapo24e1,0,0,0,50,0,0,icon_attackSmashStrong,bossdajie15Huapo23Name,,0,0,,,,
bossdajie16Xiaochou31,bossdajie16Xiaochou31e1,0,0,0,50,1,0,icon_attackSmashStrong,bossdajie16Xiaochou31Name,bossdajie16Xiaochou31Tips,0,0,,,,
bossdajie16Xiaochou32,bossdajie16Xiaochou32e1,0,0,0,50,1,0,icon_attackSmashStrong,bossdajie16Xiaochou31Name,,0,0,,,,
bossdajie16Xiaochou33,bossdajie16Xiaochou33e1,0,0,0,50,1,0,icon_attackSmashStrong,bossdajie16Xiaochou33Name,bossdajie16Xiaochou33Tips,0,1,,,,
bossdajie16Xiaochou34,bossdajie16Xiaochou34e1,0,0,0,50,1,0,icon_attackSmashStrong,bossdajie16Xiaochou34Name,bossdajie16Xiaochou34Tips,0,1,,,,
bossdajie16Xiaochou35,bossdajie16Xiaochou35e1,0,0,0,50,1,0,icon_attackSmashStrong,bossdajie16Xiaochou34Name,,0,0,,,,
bossdajie17Zouyincao21,bossdajie17Zouyincao21e1,0,0,0,50,0,0,icon_attackSmashStrong,bossdajie17Zouyincao21Name,bossdajie17Zouyincao21Tips,0,0,,,,
bossdajie17Zouyincao22,bossdajie17Zouyincao22e1,0,0,0,50,1,0,icon_attackSmashStrong,bossdajie17Zouyincao22Name,bossdajie17Zouyincao22Tips,0,1,,,,
bossdajie17Zouyincao23,bossdajie17Zouyincao23e1,0,0,0,50,5,0,icon_attackSmashStrong,bossdajie17Zouyincao23Name,bossdajie17Zouyincao23Tips,0,0,,,,
bossxiaoxiang21Wushi41,bossxiaoxiang21Wushi41e1,0,0,0,50,1,0,icon_attackSmashStrong,bossxiaoxiang21Wushi41Name,bossxiaoxiang21Wushi41Tips,0,0,,,,
bossxiaoxiang21Wushi42,bossxiaoxiang21Wushi42e1,0,0,0,50,5,0,icon_attackSmashStrong,bossxiaoxiang21Wushi42Name,bossxiaoxiang21Wushi42Tips,0,0,,,,
bossxiaoxiang21Wushi43,bossxiaoxiang21Wushi43e1,0,0,0,50,4,0,icon_attackSmashStrong,bossxiaoxiang21Wushi43Name,bossxiaoxiang21Wushi43Tips,0,0,,,,
bossxiaoxiang21Wushi44,bossxiaoxiang21Wushi44e1,0,0,0,50,1,0,icon_attackSmashStrong,bossxiaoxiang21Wushi44Name,bossxiaoxiang21Wushi44Tips,0,1,,,,
bossxiaoxiang22Xiyiren21,bossxiaoxiang22Xiyiren21e1,0,0,0,50,0,0,icon_attackSmashStrong,bossxiaoxiang22Xiyiren21Name,bossxiaoxiang22Xiyiren21Tips,0,0,,,,
bossxiaoxiang22Xiyiren22,bossxiaoxiang22Xiyiren22e1,0,0,0,50,1,0,icon_attackSmashStrong,bossxiaoxiang22Xiyiren22Name,bossxiaoxiang22Xiyiren22Tips,0,0,,,,
bossxiaoxiang22Xiyiren23,bossxiaoxiang22Xiyiren23e1,0,0,0,50,5,0,icon_attackSmashStrong,bossxiaoxiang22Xiyiren23Name,bossxiaoxiang22Xiyiren23Tips,0,0,,,,
bossxiaoxiang22Xiyiren24,bossxiaoxiang22Xiyiren24e1,0,0,0,50,0,0,icon_attackSmashStrong,bossxiaoxiang22Xiyiren24Name,bossxiaoxiang22XiyirenTips,0,1,,,,
bossxiaoxiang23Panshen21,,0,0,0,50,4,0,icon_attackSmashStrong,bossxiaoxiang23Panshen21Name,bossxiaoxiang23Panshen21Tips,0,0,bossxiaoxiang23Panshen22,,,
bossxiaoxiang23Panshen22,bossxiaoxiang23Panshen22e1,0,0,0,50,0,0,icon_attackSmashStrong,bossxiaoxiang23Panshen22Name,bossxiaoxiang23Panshen22Tips,0,0,,,,
bossxiaoxiang23Panshen23,bossxiaoxiang23Panshen23e1,0,0,0,50,5,0,icon_attackSmashStrong,bossxiaoxiang23Panshen23Name,bossxiaoxiang23Panshen23Tips,0,0,,,,
bossxiaoxiang23Panshen24,bossxiaoxiang23Panshen24e1,0,0,0,50,0,0,icon_attackSmashStrong,bossxiaoxiang23Panshen24Name,bossxiaoxiang23Panshen24Tips,0,0,,,,
bossxiaoxiang24Shuigui31,bossxiaoxiang24Shuigui31e1,0,0,0,50,1,0,icon_attackSmashStrong,bossxiaoxiang24Shuigui31Name,bossxiaoxiang24Shuigui31Tips,0,0,,,,
bossxiaoxiang24Shuigui32,bossxiaoxiang24Shuigui32e1,0,0,0,50,5,0,icon_attackSmashStrong,bossxiaoxiang24Shuigui32Name,bossxiaoxiang24Shuigui32Tips,0,0,,,,
bossxiaoxiang24Shuigui33,bossxiaoxiang24Shuigui33e1,0,0,0,50,1,0,icon_attackSmashStrong,bossxiaoxiang24Shuigui33Name,bossxiaoxiang24Shuigui33Tips,0,1,,,,
bossxiaoxiang24Shuigui34,bossxiaoxiang24Shuigui34e1,0,0,0,50,1,0,icon_attackSmashStrong,bossxiaoxiang24Shuigui33Name,,0,1,,,,
bossxiaoxiang25Kairuisi51,bossxiaoxiang25Kairuisi51e1,0,0,0,50,1,0,icon_attackSmashStrong,bossxiaoxiang25Kairuisi51Name,bossxiaoxiang25Kairuisi51Tips,0,0,,,,
bossxiaoxiang25Kairuisi52,bossxiaoxiang25Kairuisi52e1,0,0,0,50,0,0,icon_attackSmashStrong,bossxiaoxiang25Kairuisi52Name,bossxiaoxiang25Kairuisi52Tips,0,0,,,,
bossxiaoxiang25Kairuisi53,bossxiaoxiang25Kairuisi53e1,0,0,0,50,6,0,icon_attackSmashStrong,bossxiaoxiang25Kairuisi53Name,bossxiaoxiang25Kairuisi53Tips,0,1,,,,
bossxiaoxiang25Kairuisi54,bossxiaoxiang25Kairuisi54e1,0,0,0,50,1,0,icon_attackSmashStrong,bossxiaoxiang25Kairuisi54Name,bossxiaoxiang25Kairuisi54Tips,0,0,,,,
bossxiaoxiang25Kairuisi55,bossxiaoxiang25Kairuisi55e1,0,0,0,50,1,0,icon_attackSmashStrong,bossxiaoxiang25Kairuisi54Name,,0,0,,,,
bossxiaoxiang26Longgongtongzi31,bossxiaoxiang26Longgongtongzi31e1,0,0,0,50,1,0,icon_attackSmashStrong,bossxiaoxiang26Longgongtongzi31Name,bossxiaoxiang26Longgongtongzi31Tips,0,0,,,,
bossxiaoxiang26Longgongtongzi32,bossxiaoxiang26Longgongtongzi32e1,0,0,0,50,1,0,icon_attackSmashStrong,bossxiaoxiang26Longgongtongzi32Name,bossxiaoxiang26Longgongtongzi32Tips,0,1,,,,
bossxiaoxiang26Longgongtongzi33,bossxiaoxiang26Longgongtongzi33e1,0,0,0,50,4,0,icon_attackSmashStrong,bossxiaoxiang26Longgongtongzi33Name,bossxiaoxiang26Longgongtongzi33Tips,0,0,,,,
bossxiaoxiang26Longgongtongzi34,bossxiaoxiang26Longgongtongzi34e1,0,0,0,50,2,0,icon_attackSmashStrong,bossxiaoxiang26Longgongtongzi34Name,bossxiaoxiang26Longgongtongzi34Tips,0,0,,,,
bossxiaoxiang27Hetong21,bossxiaoxiang27Hetong21e1,0,0,0,50,1,0,icon_attackSmashStrong,bossxiaoxiang27Hetong21Name,bossxiaoxiang27Hetong21Tips,0,1,,,,
bossxiaoxiang27Hetong22,bossxiaoxiang27Hetong22e1,0,0,0,50,11,0,icon_attackSmashStrong,bossxiaoxiang27Hetong22Name,bossxiaoxiang27Hetong22Tips,0,0,,,,
bossxiaoxiang27Hetong23,bossxiaoxiang27Hetong23e1,0,0,0,50,5,0,icon_attackSmashStrong,bossxiaoxiang27Hetong23Name,bossxiaoxiang27Hetong23Tips,0,0,,,,
bossxiaoxiang27Hetong24,bossxiaoxiang27Hetong24e1,0,0,0,50,1,0,icon_attackSmashStrong,bossxiaoxiang27Hetong24Name,bossxiaoxiang27Hetong24Tips,0,0,,,,
dispelPassive,dispelPassivee1,0,0,0,50,1,0,icon_attackSmashStrong,,,0,0,,,,
bossxiaoxiang28Muling21,bossxiaoxiang28Muling21e1,0,0,0,50,1,0,icon_attackSmashStrong,bossxiaoxiang28Muling21Name,bossxiaoxiang28Muling21Tips,0,0,,,,
bossxiaoxiang28Muling22,bossxiaoxiang28Muling22e1,0,0,0,50,1,0,icon_attackSmashStrong,bossxiaoxiang28Muling22Name,bossxiaoxiang28Muling22Tips,0,1,,,,
bossxiaoxiang28Muling23,bossxiaoxiang28Muling23e1,0,0,0,50,1,0,icon_attackSmashStrong,bossxiaoxiang28Muling23Name,bossxiaoxiang28Muling23Tips,0,0,,,,
bossxiaoxiang28Muling24,bossxiaoxiang28Muling24e1,0,0,0,50,1,0,icon_attackSmashStrong,bossxiaoxiang28Muling24Name,bossxiaoxiang28Muling24Tips,0,1,,,,
bossAmute1,bossAmute1e1,0,0,0,50,1,0,icon_attackSmashStrong,bossAmute1Name,bossAmute1Tips,0,0,,,,
bossAmute2,bossAmute2e1,0,0,0,50,1,0,icon_attackSmashStrong,bossAmute2Name,bossAmute2Tips,0,1,,,,
bossAmute3,bossAmute3e1,0,0,0,50,1,0,icon_attackSmashStrong,,,0,0,,,,
